Protein_ID 	BC.1	BC.2	BC.3	BC.4	BC.5	BC.6	BC.7	BC.8	BC.9	BC.10	BC.11	BC.12	BC.13	BC.14	BC.15	BC.16	BC.17	BC.18	BC.19	BC.20	BC.21	BC.22	BC.23	BC.24	BC.25	BC.26	BC.27	BC.28	BC.29	BC.30	BC.31	BC.32	BC.33	BC.34	BC.35	BC.36	BC.37	BC.38	BC.39	BC.40	BC.41	BC.42	BC.43	BC.44	BC.45	BC.46	BC.47	BC.48	BC.49	BC.50	BC.51	BC.52	BC.53	BC.54	BC.55	BC.56	BC.57	BC.58	BC.59	BC.60	BC.61	BC.62	BC.63	BC.64	BC.65	BC.66	BC.67	BC.68	BC.69	BC.70	BC.71	BC.72	BC.73	BC.74	BC.75	BC.76	BC.77	BC.78	BC.79	BC.80	BC.81	BC.82	BC.83	BC.84	BC.85	BC.86	BC.87	BC.88	BC.89	BC.90	BC.91	BC.92	BC.93	BC.94	BC.95	BC.96	BC.97	BC.98	BC.99	BC.100	BC.101	BC.102	BC.103	BC.104	BC.105	BC.106	BC.107	BC.108	BC.109	BC.110	BC.111	BC.112	BC.113	BC.114	BC.115	BC.116	BC.117	BC.118	BC.119	BC.120	BC.121	BC.122	BC.123	BC.124	BC.125	BC.126	BC.127	BC.128	BC.129	BC.130	BC.131	BC.132	BC.133	BC.134	BC.135	BC.136	BC.137	BC.138	BC.139	BC.140
ABRAXAS2	2973952.338	31712000	4078229.849	49624000	1097957.483	244657.0223	233940.4608	2770000	1829291.51	3463800	50084000	4636344.341	31269040.4	31911620.51	31217337.72	34225661.53	11805644.76	11603736.3	12772179.03	12278372.1	12660646.51	34966568.16	35439850.64	32231865.93	14904393.73	24436065.43	17883886.66	37406996.4	15989605.23	16963101.72	16327414.18	16231810.82	38167406.49	17010702.05	19759324.73	33970466.81	26655987.72	23934105.9	37077465.31	39472335.11	19563877.47	19249812.17	18724863.48	40567076.84	40286726.28	22348791.1	33871064.9	27276764.45	22836553.18	33313577.74	22827956.91	40388500.67	21176965.33	21393774.41	42720762.66	21556028.76	39218621.53	33117657.75	28388346.14	26346023.64	32456841.99	32637190.61	39881239.34	41810965.93	23116421.88	44229934.35	44390820.55	41204566.99	29902684.44	28619450.92	26000024.11	30097284.22	24251687.61	31317857.48	26101428.83	42891973.84	45556927.2	24878500.22	27905930.57	36061890.39	26184516.18	27536551.46	29046329.67	30844029.73	32134194.76	30367583.69	42002358.46	28069759.59	46113519.18	28694862	33857030.74	35668069.21	27250094.19	27422374.84	27726358.49	27237746.31	27727631.88	37614006.69	40030555.61	44282446.36	43837785.2	31753756.39	28453236.33	35077754.72	26913003.3	27046347.02	27233843.4	27239683.16	36640709.45	29261582.98	31118894.12	27349969.38	38993308.51	30316736.49	33669687.78	35267523.79	27306502.72	27361795.05	27181727.39	36576962.02	34633405.81	29172574.05	31099412.1	39004466.56	36131599.43	30877390.04	29148886	35524651.45	27681119.01	27806322.94	37022876.04	29642915.81	33174916.03	29681980.44	35674577.26	30700944.78	33103411.9	29616057.73	34275845.37	35789479.71
ACAA1	108292800	5035400	23574000	19025651.42	13924600	29889200	32220000	29116000	94232700	125074000	2657800	46446000	102538669.4	51772353.73	28181870.21	28609833	46428416.34	38469520.63	29574076.82	48446759.88	56756912.36	91645007.74	55113198.34	79307125.19	69895898.14	43738486.33	38076995.35	55483465.42	46260157.08	47471149	57744904.49	47791168.73	74628806.17	77329731.49	66066317.06	51974870.58	68982480.17	49193514.78	61087481.68	53350638.31	45568905.14	54661204.5	54585799.05	71701181.03	48174416.74	56796925.68	59869815.89	63085795.38	66221478.3	58730334.6	54811091.42	55007683.24	56467899.02	47622557.46	64663931.29	71386500.23	56902367.35	51504020.09	51700090.58	51674301.79	56082024.52	52632929.03	48973491.48	50240235.87	57648178.06	65980291.15	55919690.14	63781589.82	54908807.18	49784767.03	49617286.35	53999583.28	53102174.82	53359764.39	51016523.35	57174610.63	58196255.27	60032951.49	57963233.16	59073632.96	55435800.98	50542501	54759359.93	51327269.94	50698134.55	52786816.35	56628910.02	51563249.62	52389910.95	52643569.89	51707248.4	54246882.52	55541892.62	54918067.22	54178158.89	51411331.33	52877431.39	54652375.74	55915147.98	51727316.88	51162581.17	51847755.13	53460247.57	52240279.99	51581547.41	51703571.47	53737471.13	52462601.61	52785021.09	52289132.7	55225671.59	51640304.17	51765784.77	52699166.6	52320786.57	51770159.89	51239130.14	53152048.57	52410255.04	51468518.09	51644673.88	54089422.45	54762321.32	51331583.63	52140496.86	51592962.05	51768211.75	51752950.42	53138987.9	51982691.68	52188341.28	51429948.9	53699876.34	51946408.03	54709268.71	52112856.9	51857426.44	51489137.9	51330419.47	52701305.33
ACAA2	6299700	15104000	167014000	43121364.78	111236000	15000700	40844000	37912000	29886300	63302000	17356841.95	25226000	43048700.72	150489426.3	91742964.65	67983715.22	78035983.13	45309451.73	40367396.51	46865554.01	59954905.21	63325577.65	45331786.9	57654409.49	113865685.4	53686937.26	69192996.16	56365985.43	79399260.3	52743283.64	54464121.58	61264932.44	51955296.59	66680555.58	61538617.84	105779343.2	111308244.6	68262004.88	65991012.09	76526172.42	80724708.18	56439714.04	61560659.66	64227642.36	69854849.16	60598755.05	99809325.99	62038792.09	99671317.88	59774563.71	68084151.65	61954098.23	82121298.89	63415456.57	61056326.31	64065040.65	67794414.43	97911276.8	97147287.36	97649454.59	100540895	69607771.91	67562263.62	81696712.17	80550467.99	64491537.23	65176865.93	65942431.27	92384765.05	63468367.08	63217459.06	65613804.89	93695647.91	65231773.11	77348356.07	64548610.36	79476379.84	64311334.61	64400357.58	90086815.55	92891411.27	64582912.65	66731410.44	92445777.96	93162119.8	77149695.34	77973749.66	80248895.76	80655806.53	65750177.39	91348602.64	68749007.96	94283396.92	68427787.26	92016514.55	67289165.3	82592710.52	67569416.21	69028916.85	67183662.68	81686450.81	92526825.68	89778962.11	92933167.88	93499913.75	91479273.17	92840432.35	83647723.34	83509173.21	70083207.23	70482229.09	83156386.26	79623463.26	71626883.9	72057330.42	69497298.24	70956078.8	70313867.69	78156953.22	69180043.59	82468614.62	69552628.3	81831034.84	72792841.91	77284990.08	69782829.52	71915831.54	70834737.49	70029564.85	77235417.28	78429573.52	82809760	82537847.4	81997379.24	78848796.43	74369700.67	77412744.08	72098345.43	71061894.13	70793750.29
ACAD8	9169160	10407800	5830600	10000232.74	3470670.403	7276330.577	13431200	3073303.752	7451730	347171.5654	142838.3722	137271.5266	6174536.905	8172834.917	5408246.131	6727196.561	8545978.232	4054249.606	9138043.307	5454917.022	6879147.052	4518156.203	4423417.007	8468475.122	5921608.842	4683008.055	5963198.962	6511878.959	9249784.952	9996733.375	8765529.259	6625441.492	7606711.026	5412003.578	9365110.633	7982489.242	6744971.551	6820036.353	6122215.411	8325508.789	6403000.264	6905473.41	7843672.81	6734622.806	7970363.588	9777531.981	7292985.57	7177298.289	6040627.544	6664915.304	8184345.337	7946760.649	6563697.563	7008903.857	7197129.354	7343983.728	7937479.371	8646560.359	6320539.28	7343483.035	6850045.274	7755420.902	6498083.2	7647332.123	6731086.43	6480954.703	6442435.618	6891268.443	7015582.192	8642797.584	7372950.487	6857851.539	7276643.276	7641006.878	7549910.125	7332229.377	6678171.745	6469807.451	6880615.225	6561777.345	8066233.625	7728953.234	6989691.747	6899590.169	6850147.967	6581167.565	6708810.95	7147689.556	6709429.041	6914213.44	6826808.374	8015929.744	6865107.386	7270714.714	6629419.625	6589708.63	6809761.983	6671197.799	6983735.734	6987550.404	6758457.154	6643105.271	7745679.008	7718923.913	6984775.114	7224325.376	6628791.511	6809504.894	6730053.401	6905298.2	6599416.317	6824729.168	6713033.416	7701275.587	6635129.101	7342755.148	6854485.874	7212516.576	6802743.306	6702999.909	6799455.415	6931540.607	6853479.02	6741693.596	7619141.235	7704950.652	7354892.414	7141107.014	7014683.389	7069201.077	6762323.513	6759796.942	6796157.446	6743126.876	6777433.34	7543923.192	6758737.181	7023612.17	6889876.216	6804052.326
ACADM	112860000	88040000	152622000	55012000	123596000	32338900	116056000	71414000	195893100	170558000	19180000	114370000	87004500.49	125360997.9	102394502.1	91135165.2	91385418.09	89521238.97	84803741.18	100503528.1	78225830.19	141794826.3	117141240.7	72433586.8	97220669.25	91493012.51	84655712.73	74063640.69	75686504.61	78604105.04	89743644.96	96827999.01	138815479.1	101826397.9	122605574.8	103962361.8	85591467.52	86855911.55	90790613.51	82092996.46	83428304.75	91721404.61	87931446.68	122999322.9	118955188.4	103567261.2	101883020.3	102007364.1	85283641.6	87979704.29	92821313.98	85629546.29	92613017.29	88266348.41	119614452.9	89228307.15	100644317.4	87210594.03	85679735.61	102281221	88532290.82	90722035.24	93150284.25	93056141.97	90528457.09	117596762.9	117109778.2	98593165.47	100778762.2	89070588.19	104163085.4	101544352.6	90176124.87	90444625.75	88143333.31	90578131.02	115152012.3	88922226.43	106958098.7	90861469.26	100411367.1	103940234.5	91650525.73	100431571	89467180.72	91503130.99	91663395.69	113830464.2	115765619.7	107866420.8	106127578.1	99757731.44	93840504.79	102639290.3	99261369.31	101537145.5	92722918.46	90868221.96	112876662.2	92868657.84	98852053.23	92769906.53	97417958.29	97027180.9	99965636.81	94628569.71	93558292.35	100118011.6	93240094.79	113410853	111610495.7	97766137.92	97918312.94	96538041.83	92321540.06	94872616.5	97296559.57	93075385.51	98573897.92	98947218.57	112297377.1	94093675.69	106152433.9	92572806.3	93802129.68	96649402.25	95017441.52	94910395.15	96726563.5	98036623.69	92953728.44	105933415.5	110888097.3	104880022.8	106490884	94241168.94	95868157.45	94673628.42	93160539.94	94870431.95
ACADS	27933400	6966128.39	21962000	15729040.22	14196200	7018330	13423000	6708000	10825650	16935200	14479000	29600000	25456668.12	23945807.83	12117985.64	9975690.157	9974971.705	9630594.953	12675295.98	10150005.43	13985381.86	10967670.8	17355895.97	12295222.81	11221814.79	14100749.11	12545078.68	10482845.35	10826529.4	13538727.79	13120808.88	14512353.98	13814546.01	17276503.31	16136843.43	12294167.27	14129511.56	12884055.49	13431558.08	11765885.93	14142993.21	11914864.06	12898441.2	12237065.01	15017074.77	12771708.47	15499501.35	13573926.98	13022275.96	12349739.45	13478859.68	14222953.93	14119690.68	12917177.95	12613191.85	14743849.48	14258850.44	14780668.03	14025481.72	12684194.55	12814274.55	13281882.96	12915069.12	12286048.91	13386912.23	12506885.39	14338163.44	12724304.99	12768256.16	13009187.1	13606076.93	12413760.72	12753095.96	12658706.75	12925870.34	13406099.91	13199749.03	14162428.4	13968487.68	12419008.53	12616537.76	12975470.87	13578176.9	12739560.76	12498654.55	12672539.29	12888712.04	12620353.04	13379026.75	12621104.4	13978798.22	12643875.06	12807426.14	13055058.29	13297380.57	12708497.88	12643985.96	12688066.49	12742458.72	13235483.85	13242319.64	13849594.7	13840135.51	12681723.44	12767377.23	12764425.62	13113272.33	12594404.95	12574570.92	12585287.01	13024414.53	12542666.73	13143167.19	12550725.27	13699761.46	12637075.98	12555112.22	12901032.44	13074009.68	12579336.42	12570383.77	12998883.64	13045103.59	13167772.6	13164557.13	13725890.45	13648659.69	12676305.25	12940902.17	12770640.6	13093667.41	12611722.78	13031337.95	12652279.7	12729073.73	12610528.81	13168670.46	12688665.05	13584348.67	12883586.17
ACADSB	28135800	4867971.558	9887400	12401935.32	10015400	7828480	15015779.48	15956000	5351940	28110000	2640000	1415500	24537899.13	13964754.21	8236655.723	8256473.011	9246885.337	7652939.227	7753687.148	13304118.02	19680912.2	20918001.74	9374118.378	24439333.55	16489371.31	10795737.14	9783650.428	10754979.2	11393885.45	9955650.54	15408693.08	16414099.78	11473671.71	21817950.1	25678814.06	18993990.53	16958497.91	12430830.91	12416707.3	12109190.27	12924492.07	16974376.99	12656576.98	16614978.51	22131114.85	15877569.99	18785463.84	14278361.21	16812943.21	12391800.15	12685476.11	13199290.37	16449553.51	16793879.58	16514442.28	18144145.81	18980059.51	15744117.69	17393464.3	15497333.61	17426139.32	13371148.89	13596024.08	16340627.86	13485476.99	13425885.39	14780385.98	14010919.5	16423241.43	14883542.79	15153889.79	15213269.98	17366245.07	13591676.65	16114444.79	16261585.29	13503594.47	14799277.04	14231608.82	15884203.61	15041735.27	13791391.83	13583722.02	15678031.81	17325257.19	16117862.12	13771569.62	16384110.53	14953144.03	14239687.47	15330921.99	14538955.34	14955988.19	13926758.78	15815608.55	15390568.63	14967897.58	16119241.55	16409432.89	15254246.83	14551047.06	14935888.52	14647319.47	14280074.39	14896281.22	15765703.08	14319713.11	14321316.37	15053903.28	14203313.1	15070946.26	14629366.63	14317287.14	14224420.25	14305627.74	14557782.69	14816310.2	15400308.72	13968176.5	14699173.46	14823281.99	14847354.23	14428412.75	14302502.52	14085806.78	14074890.28	14246482.32	14254840.23	14582331.18	15434991.54	14744873.18	14143564.68	14044468.64	14439518.77	14149614.08	14241332.17	14037146.34	14197901.52	14035910.85	14355103.94
ACADVL	416284000	123544000	210380000	318260000	221740000	54294900	308740000	323240000	578880000	207820000	19864000	231060000	370584878.2	259245412.6	186453562.4	184369560.7	200636812.5	247755103.9	155828050.1	201739628.1	262088630.8	250838056	266729786.5	297249585.5	245429588.2	187795616.1	176780303.3	191040738.4	222472752.3	268906281	225955042.6	241873484.2	194660963.8	199643045.6	214738518.7	236910709.9	244164130.9	199103145.4	202638144.7	220175375	235962691.5	233612924.8	207602777.5	239267051.5	198109625.6	208333729.4	215738610.7	201291588.7	239250267	198643892	212716823.3	211310776.2	198176828.9	221881544.3	228017341.4	238086206.1	207887838.9	205247986.3	212417797.8	236174318	239454660.6	213586894.3	201146993.1	212897211.2	223673197.9	206468967.1	210495001.6	230774785	203660364.5	208228582	224917717.1	204776137.9	227409122.5	214335609.6	213814033.7	212996471.5	219566505.4	206611740.3	222917105.4	230008447.9	207801175.6	219978490.7	223634461.4	226368535.7	217078504.9	204680373.7	204982424.9	210744293.7	217203684.7	220699843.4	211666991.8	226860848	217072274.8	208681869	207798866	214383602	217588474	205620209.5	211083109.4	211838832.1	208940193.9	214511502	220761064.3	215503294.1	214199247.8	206771753.6	212481817	209163492.3	217956559.8	211560995.6	206903481.1	209053204.9	211751755.7	212479313.3	211542342.1	207634337.8	213769027.7	212115079.5	209771731.3	215274359	212950131.5	211264937.5	208795323.3	209361627.6	207412397	207627631	210606100.4	212863557.6	208430743.3	209132964.5	212310269.9	209173874.4	208552448.8	209349539.5	207464659.6	208851780.7	207132116.8	209896923.1	209197494.1	211389091.8
ACAT1	206230200	211680000	355960000	333040000	307040000	136664000	154416000	175740000	181523700	169572000	142550000	124048000	177177875.5	268635410.8	123563133	125867132.4	142959633.4	162433984.5	128676874.8	139215031.9	137162982.8	133954934.4	130309071.3	177554870.8	184769254.5	181763570	130676089.1	145549923.6	148542221	163496507.7	141402793.1	133256625.3	134476751.3	135011779.4	178718948.3	140037411.3	136029111.9	184192141.6	149322904.2	137822747.1	149859544.2	157363709.9	143942204.7	137205608.4	136548240.7	179732269.9	175656795.8	141806568.7	186044806.5	173733931.1	151062236.7	151824369.5	147523215.3	153582142.3	147145780.4	141189035.1	183727436.4	145376494.6	175221515.5	186183256.9	154993199.8	165555835.6	144011947	147563065.7	149388044.3	149858693.2	149476597.5	186147158.9	182585266.1	174635154.3	156178233.2	176560938.6	156366713.7	167492659.3	149791023.5	148112231.7	146781914.8	146699474	182992839.3	150348354	154781096.9	165386055.1	167536924.8	167594018.1	158766146.9	165472729.8	149655719.4	149326540.8	148093782	184305631.9	181060013.2	153207000.5	159427398.2	151087341.2	149016446.4	157787825	155758494.1	164938061.1	149611627.8	150518532.9	185509952.5	152902253.6	177541468.2	156179269.9	158358741.1	152169007.7	158889028.6	152228956.1	159397982.6	165629064.6	151348868	185441551.8	183370256.2	175690334.1	172629452.4	153632483	157661534	158244724.9	158241726.1	158806646.8	157928444.5	166029055.1	185958594.4	154214381.5	159839712.3	155282111	171242491.9	156424155.4	153009772.3	152434101.1	152996046.1	153313640	160542701.7	172432536.4	184395939.2	158512198.5	157485832	168921878.3	167895489.6	156598142.4
ACAT2	59182200	20012000	36238000	17388600	59374000	31992400	32942000	20686000	67284000	83342000	2842600	28466000	54286327.22	43062747.18	30599699.61	42796010.33	23718355.86	35763825.29	29979549.09	38751073.62	41653926.31	65950288.04	40341824.36	50045036.6	36484452.86	31192562.32	41570411.3	48903467.55	42552629.99	36706796.24	39886855.04	34301134.6	55785360.18	57833711.2	42681652.9	46816257.02	38924248.31	44153229.46	41381539.56	40587346.76	40241114.95	37717920.53	40199298.61	56227701.86	37280107.18	50429331.86	39741271.92	43586645.76	41088036.19	38737458.15	36815395.15	36383006.48	38566627.64	38572418.31	52165396.54	55376010.44	49915993.14	47685514.48	41027106.53	39745517.54	39639129.92	39249148.58	37790475.47	39548571.04	37404859.82	50992135.27	40815726.61	43113048.87	39963805.27	44424059.55	39142361.4	37985210.46	38270281.83	39344315.65	39663450.19	40072506.77	51544279.11	48309868.37	40561249.83	41442250.73	42792627.62	43669135.5	39608999.8	38750861.69	39543217.96	38800954.25	38894587.22	49962003.74	41855004.47	46405553	39624031.87	40103089	39643898.19	42836950.39	39678146.17	39621397.22	39579558.49	38938579.89	49913319.85	47064693.02	43589313.38	45865339.92	39629362.05	39614146.69	42352423.7	42348585.19	39276330.24	39261950.36	39861477.7	50201118.58	42174777.02	42827192.57	41658870.15	45638962.56	39472902.16	42196095.88	39485263.45	42553712.42	39521873.68	40107141.93	49852252.49	47624403.15	40316267.58	40837478.48	43658670.87	45876478.71	42482549.79	42491630.5	42870425.93	42857601.59	40434353.25	49598662.35	42155228.77	47252264.91	40519879.24	42823721.27	42241081.22	43433390.19	40073135.96	40442915.98
ACBD3	14775860	9000800	8503800	733642.0757	8891098.874	2523950	6427000	5404321.761	14997690	9565400	5523954.326	15604887.61	9497970.681	6802549.752	8189364.161	8642015.06	6969259.572	5863741.002	5507136.357	7875247.296	5937336.851	7222820.232	10334418.51	6983562.842	7371317.666	9300576.61	6239449.665	7476318.062	6968823.752	6258030.454	8281424.908	7927613.003	7335747.202	9200813.993	9531592.125	6664228.212	8216504.437	9400512.135	7656811.641	6959151.282	7175138.224	8505074.461	6883669.119	7129950.736	8416604.428	6923760.634	9467538.819	8213456.723	7877528.618	8461383.404	7450218.466	6982224.22	8100327.871	8416888.668	7071791.875	8116641.043	8345808.464	9422931.118	8177095.126	7280195.99	7533721.924	7970602.683	7443741.825	8101278.931	7317207.146	8350612.49	8070746.289	7270658.686	8121984.67	8306307.343	7975169.192	7344427.811	7531304.169	7627268.463	7765065.033	7900366.167	8160017.352	7419898.416	7943708.377	8005073.639	7348712.409	7497803.221	7801445.195	7365179.066	7276491.859	7319453.012	7318559.995	7444465.038	7927883.862	7719890.211	7263265.909	7858935.867	7358800.204	7514954.27	7650809.022	7307822.118	7263019.954	7221394.695	7346415.896	7705201.145	7434610.499	7685300.167	7828823.048	7739071.418	7399899.139	7381086.865	7589500.901	7294521.456	7291759.428	7375537.171	7610438.014	7525475.401	7507990.667	7403042.18	7350530.016	7600730.902	7283294.972	7473057.41	7561389.287	7271650.544	7352689.318	7504504.639	7356491.982	7289704.807	7377309.625	7325712.814	7523818.448	7593023.298	7467830.023	7367870.353	7569956.881	7363468.477	7434859.068	7432197.725	7352076.921	7373389.208	7338025.423	7484910.741	7357445.636	7413931.842
